id,AR,EncDecAD,FCVAE,FITS,LSTMADalpha
37,0.4791109100015584,0.7996824170974657,0.7644935302056045,0.5171867744623524,0.748511991703669
38,0.726923076923077,0.9340659340659339,0.8730158730158728,0.9617346938775508,1.0
4,0.00019480997896559554,0.000251227642733182,0.0004076030432729133,0.00046290528133028773,0.00023919957862124618
45,1.0,1.0,1.0,1.0,1.0
46,0.4740740740740741,1.0,1.0,0.060431383002354615,0.8333333333333333
47,1.0,1.0,1.0,0.5873015873015872,1.0
48,0.00046468401486988845,0.002421307506053269,0.022222222222222223,0.0006600660066006601,0.0034482758620689655
49,0.00016869095816464237,0.08333333333333333,0.3333333333333333,0.0033112582781456954,0.25
5,0.03758891718569834,0.011881671880521562,0.2018934309800748,0.0096851388655348,0.013627402945660543
50,0.555676095574842,0.6793248945147679,0.5730994152046783,0.37344749220442897,0.6690997566909975
53,0.6087962962962963,1.0,0.976190476190476,0.7327380952380952,1.0
54,1.0,1.0,1.0,1.0,1.0
57,1.0,1.0,1.0,1.0,1.0
58,1.0,1.0,1.0,1.0,1.0
59,1.0,1.0,0.95,0.6,1.0
60,1.0,1.0,1.0,1.0,1.0
61,0.0005790387955993051,0.0002994908655286014,0.0002188183807439825,0.0013869625520110957,0.00027285129604365623
62,0.0038910505836575876,0.010101010101010102,0.02857142857142857,0.1,0.043478260869565216
65,0.0024875621890547263,0.00684931506849315,0.0024813895781637717,0.003076923076923077,0.010752688172043012
66,0.0006216452953774341,0.0012144322308550361,0.04904206967277257,0.0002825694824785763,0.00039835615502666793
67,0.0012491003593368905,0.0014501903163663035,0.0010313131052713405,0.0005410766142794948,0.00111830982172034
68,0.0005911162832026713,0.002676743314876868,0.0004909621547909553,0.0016860185622285069,0.0020240360346367413
69,0.08370267840320722,0.125397009213762,0.2506418761918272,0.2510161636068886,0.2505872245119341
70,0.09761026050343995,0.2504715628260105,0.2523650361280143,0.2581608453934657,0.26475442694007856
71,0.029690110399337687,0.05740919713654043,0.026057690957802897,0.0413091054714993,0.05438716971898783
72,0.004328454139345992,0.012115293234234867,0.06305826358480225,0.015269637365969178,0.028277710878577517
73,0.052514653208911195,0.11347095019584491,0.1116131324454051,0.025053615452047186,0.11372308948066523
74,0.13922614157155055,0.19514401863397932,0.1675887356598838,0.2842517360859037,0.1949011448273618
78,1.0,1.0,1.0,1.0,1.0
79,0.532549459139438,0.7791025641025642,0.8546875,0.7014602053915276,0.7787698412698413
80,0.24559673975092966,0.1509715545362495,0.060424323359828405,0.17920323315659012,0.15557252443046474
83,0.00021213406873143826,0.0019801980198019802,0.02702702702702703,0.0008305647840531562,0.018518518518518517
84,0.00010639429726566656,0.000777000777000777,0.0009057971014492754,0.0003816793893129771,0.0003952569169960474
85,0.2525615365486677,0.2542760005967086,0.2512008209940981,0.25082597708725773,0.25349556580053273
86,0.0002827444946107556,0.00018870359429231287,0.0003011955024834264,0.00024074772541034286,0.00022758563339124406
89,0.00042319085907744394,0.00017733640716439085,0.00018484288354898336,0.00020100502512562814,0.0003013863773357444
9,0.00020721094073767094,8.938946992044337e-05,0.0002460024600246002,0.0007358351729212656,0.0001282051282051282
93,0.013503906575967062,0.1465679076349189,0.02551121705302594,0.014026026908821673,0.14703690994648796
94,0.0023667903395090035,0.0012890044893520297,0.0016309802245441417,0.0020721732965713765,0.001686842945402668
95,0.005986634107533766,0.0037820643559807587,0.01440358435676852,0.011363154102681091,0.00914139051752943
96,0.001378567587184704,0.0020867203807511422,0.0005722176383400294,0.0013537393862098285,0.0013539860698390178
97,0.00045475216007276033,0.0001801477211313277,0.0005803830528148578,0.00012496875781054737,0.0004428697962798937
98,0.005988023952095809,0.0047169811320754715,0.0011098779134295228,0.03333333333333333,0.002688172043010753
99,0.0005285242801315983,0.00019222434692484636,0.00012744721513547125,0.0003415099543349558,0.00012855637029119126
